age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,target
47,blue-collar,married,1,3451,no,yes,125,2,-1,0,no
58,technician,married,2,116,no,no,580,3,-1,0,no
36,services,married,2,1746,yes,no,15,1,316,1,no
55,technician,married,2,0,yes,no,119,2,-1,0,no
31,blue-collar,married,2,897,yes,no,26,2,-1,0,no
38,technician,married,2,821,yes,yes,224,2,180,1,no
42,blue-collar,married,2,130,yes,no,285,1,-1,0,no
32,management,divorced,3,1,yes,no,399,4,-1,0,no
39,blue-collar,married,2,8,no,no,88,3,-1,0,no
41,technician,married,2,55,yes,no,185,4,-1,0,no
59,blue-collar,married,1,699,no,no,98,1,154,6,no
42,unemployed,divorced,2,759,no,no,97,1,169,3,no
33,blue-collar,married,2,687,yes,no,72,2,370,1,no
53,retired,married,2,4968,no,no,109,1,87,2,no
43,blue-collar,married,1,1211,yes,no,208,3,-1,0,no
39,self-employed,single,3,426,no,no,1029,1,-1,0,yes
27,entrepreneur,single,2,376,yes,yes,273,1,-1,0,no
39,management,married,3,12,yes,no,130,1,-1,0,no
27,blue-collar,single,2,23,no,no,590,2,-1,0,no
33,admin.,married,2,353,yes,no,107,2,-1,0,no
29,services,divorced,2,330,yes,no,88,2,-1,0,no
33,management,divorced,3,0,no,no,305,2,-1,0,no
41,entrepreneur,married,2,353,no,no,90,2,-1,0,no
38,technician,single,3,2273,yes,no,222,1,-1,0,no
30,management,married,3,0,yes,no,127,1,-1,0,no
58,unemployed,married,3,744,no,no,38,1,-1,0,no
37,services,single,2,608,no,no,380,3,-1,0,no
36,admin.,divorced,2,356,yes,no,244,3,313,1,no
45,blue-collar,married,1,1291,yes,no,189,17,-1,0,no
23,technician,single,2,-306,yes,no,217,2,-1,0,no
53,blue-collar,married,1,306,no,no,388,3,181,1,yes
44,blue-collar,married,1,-312,yes,no,22,3,-1,0,no
32,technician,single,2,493,no,no,289,2,-1,0,no
32,management,married,3,71,yes,no,221,8,-1,0,no
38,admin.,married,3,669,yes,yes,129,2,-1,0,no
47,blue-collar,married,1,556,yes,no,147,2,264,4,no
34,services,single,2,84,yes,no,299,1,-1,0,no
52,services,married,2,108,yes,no,543,12,-1,0,no
45,admin.,single,2,-11,yes,no,247,1,-1,0,no
50,blue-collar,married,1,1164,yes,no,166,2,-1,0,no
52,blue-collar,divorced,1,-191,yes,no,755,1,-1,0,yes
37,blue-collar,married,2,132,no,no,336,2,-1,0,no
51,blue-collar,married,2,2237,yes,no,619,1,-1,0,no
32,management,married,3,4761,yes,no,159,2,350,2,no
33,blue-collar,married,2,-346,yes,yes,29,3,-1,0,no
28,unemployed,married,2,655,yes,no,606,2,-1,0,no
66,management,married,3,1048,yes,no,971,2,-1,0,no
31,services,single,2,0,yes,no,231,2,-1,0,no
35,blue-collar,married,1,624,yes,no,163,1,-1,0,no
36,admin.,single,2,1281,no,no,119,2,-1,0,no
32,technician,single,3,569,no,yes,348,1,-1,0,no
34,blue-collar,married,1,1666,yes,no,30,1,-1,0,no
40,admin.,married,2,168,yes,no,249,2,169,1,no
33,self-employed,married,3,263,no,no,119,2,-1,0,no
39,blue-collar,married,2,-405,yes,no,177,1,-1,0,no
38,self-employed,married,2,279,yes,no,110,5,-1,0,no
32,technician,single,2,0,no,no,594,4,-1,0,yes
34,unemployed,single,3,415,no,no,123,1,-1,0,no
34,admin.,single,1,0,yes,yes,172,4,-1,0,no
42,blue-collar,single,1,1322,yes,yes,178,1,-1,0,no
31,services,married,2,1062,yes,yes,230,1,-1,0,no
47,technician,married,2,302,yes,no,89,3,-1,0,no
44,technician,divorced,2,809,yes,no,118,4,-1,0,no
38,housemaid,married,2,-278,yes,no,143,2,-1,0,no
28,management,single,3,3238,yes,no,7,1,-1,0,no
46,admin.,single,2,751,yes,no,104,2,-1,0,no
51,blue-collar,divorced,1,-28,no,yes,220,2,-1,0,no
42,management,divorced,3,0,no,no,85,2,-1,0,no
37,technician,single,2,2442,no,no,91,3,-1,0,yes
58,unemployed,married,3,1798,yes,no,19,8,-1,0,no
43,admin.,married,2,132,no,no,574,1,84,3,yes
36,management,single,3,260,yes,no,49,1,-1,0,no
34,blue-collar,married,2,7,yes,yes,171,2,193,2,no
31,management,single,3,3283,no,no,258,1,73,1,yes
54,management,married,3,2960,yes,no,83,1,-1,0,no
29,unemployed,single,2,486,no,no,95,1,-1,0,no
51,retired,divorced,2,343,yes,no,78,2,-1,0,no
40,unemployed,divorced,2,507,yes,no,134,1,266,7,no
35,management,single,3,5958,yes,no,215,1,-1,0,yes
25,student,single,2,304,no,no,226,2,-1,0,yes
32,blue-collar,single,2,118,yes,no,1275,1,-1,0,yes
30,self-employed,married,2,123,no,yes,66,1,85,5,no
38,management,married,3,76,yes,no,196,3,-1,0,no
46,admin.,married,2,70,yes,no,229,2,-1,0,yes
43,unemployed,married,1,960,yes,yes,241,2,-1,0,no
32,technician,single,3,2185,no,no,354,2,-1,0,no
29,blue-collar,single,2,309,yes,no,471,3,-1,0,no
56,blue-collar,married,2,2190,no,yes,90,2,232,1,no
57,technician,married,1,0,no,no,58,8,-1,0,no
38,admin.,married,2,3732,yes,no,379,2,-1,0,no
51,technician,married,1,1550,no,no,12,5,-1,0,no
35,admin.,single,3,62,no,yes,67,1,-1,0,no
37,blue-collar,married,1,704,no,no,165,7,-1,0,no
48,management,married,2,4415,yes,no,1032,3,141,7,yes
30,blue-collar,single,2,4,yes,no,84,3,-1,0,no
60,retired,married,2,262,no,no,393,4,-1,0,no
56,management,married,2,238,yes,no,808,1,-1,0,no
45,blue-collar,married,1,97,yes,no,923,3,-1,0,no
38,technician,divorced,2,410,no,no,63,6,-1,0,no
20,student,single,2,1191,no,no,274,1,-1,0,no
59,retired,married,1,-47,yes,no,84,4,-1,0,no
34,technician,married,3,197,no,no,78,3,-1,0,yes
53,admin.,single,2,2398,yes,no,317,1,180,2,yes
51,management,married,3,630,yes,no,138,1,-1,0,no
58,retired,married,2,235,no,no,88,4,-1,0,no
48,management,married,1,1910,yes,no,413,2,-1,0,no
56,management,married,3,3172,yes,no,139,1,-1,0,no
51,blue-collar,married,1,872,no,no,82,2,-1,0,no
35,blue-collar,married,2,407,yes,no,12,6,-1,0,no
40,admin.,single,2,100,yes,no,221,1,461,1,yes
59,housemaid,married,2,345,no,no,38,1,-1,0,no
44,management,divorced,3,2058,no,yes,661,1,-1,0,no
49,housemaid,married,1,889,no,no,388,1,-1,0,yes
35,admin.,married,3,0,yes,no,151,7,-1,0,no
41,management,married,3,51,no,no,140,8,-1,0,no
55,retired,married,1,150,no,no,124,1,-1,0,no
51,self-employed,married,2,34,no,yes,200,1,-1,0,no
27,services,single,2,795,no,no,101,3,-1,0,no
57,blue-collar,married,1,282,no,yes,261,12,-1,0,no
51,management,single,3,2139,no,no,176,2,-1,0,no
38,management,married,3,-469,yes,no,209,12,-1,0,no
49,admin.,married,2,197,yes,no,223,1,182,2,yes
40,technician,single,3,825,yes,no,38,1,335,1,no
47,housemaid,single,3,3232,no,no,541,1,204,3,no
48,management,divorced,2,1598,yes,no,84,1,-1,0,no
47,services,married,3,871,no,no,602,9,-1,0,no
56,services,married,2,83,no,no,26,11,-1,0,no
29,management,single,3,1445,no,no,328,2,143,2,yes
38,technician,married,2,226,yes,no,762,3,-1,0,yes
32,management,married,3,-55,yes,no,107,4,-1,0,no
42,admin.,single,2,243,yes,no,46,5,-1,0,no
30,blue-collar,married,1,-336,no,no,128,6,-1,0,no
26,admin.,single,3,3672,yes,no,360,5,-1,0,no
35,technician,married,2,0,yes,no,524,1,96,5,yes
35,technician,married,2,251,yes,yes,128,3,-1,0,no
35,self-employed,single,3,44,no,no,310,2,96,2,no
57,blue-collar,married,2,2887,no,no,819,10,-1,0,yes
29,admin.,single,2,1992,no,no,202,1,87,2,no
32,blue-collar,single,2,2,no,no,144,2,-1,0,no
45,technician,married,2,1415,yes,no,311,1,-1,0,no
51,management,single,3,297,yes,no,415,4,375,1,yes
31,technician,single,2,1094,yes,no,93,8,-1,0,no
38,blue-collar,single,2,-1,yes,no,72,1,-1,0,no
37,management,married,3,347,yes,no,282,1,-1,0,no
35,management,married,3,1253,yes,no,210,2,-1,0,no
28,management,single,3,781,no,no,125,6,-1,0,no
38,management,married,3,7124,no,no,301,6,-1,0,no
43,management,married,2,17555,no,no,14,14,-1,0,no
56,management,married,3,15520,no,no,420,1,-1,0,no
32,technician,single,3,13711,yes,no,638,1,175,3,no
58,management,divorced,3,1533,no,no,137,2,-1,0,no
47,management,married,3,286,no,no,557,7,-1,0,no
31,blue-collar,single,2,-219,yes,no,66,2,-1,0,no
38,management,married,3,0,yes,no,206,1,-1,0,no
50,blue-collar,married,2,810,yes,no,19,14,-1,0,no
32,blue-collar,married,2,300,no,no,166,2,-1,0,no
37,services,single,2,1175,yes,no,102,1,333,2,no
39,management,married,3,0,yes,no,46,2,-1,0,no
40,services,married,2,113,yes,no,126,1,-1,0,no
41,blue-collar,married,2,641,yes,no,161,1,-1,0,no
45,technician,married,2,1477,yes,no,355,1,-1,0,no
31,admin.,married,2,0,yes,no,40,2,-1,0,no
54,services,married,1,8,yes,no,143,1,-1,0,no
39,admin.,divorced,2,399,yes,yes,133,2,-1,0,no
56,admin.,divorced,2,-435,yes,yes,185,2,-1,0,no
35,admin.,single,2,2830,no,no,22,12,-1,0,no
34,management,married,2,15,no,no,184,7,-1,0,no
31,technician,single,2,125,no,no,78,2,-1,0,no
38,technician,married,3,45,no,no,125,4,-1,0,no
41,technician,married,3,13,no,no,189,2,-1,0,no
44,entrepreneur,married,3,0,yes,no,300,1,-1,0,no
49,blue-collar,married,2,579,yes,no,396,1,-1,0,no
30,services,single,2,432,yes,no,340,3,-1,0,no
31,services,single,2,1987,yes,no,55,2,-1,0,no
34,management,married,2,857,yes,no,238,6,-1,0,no
70,retired,married,3,15834,no,no,172,3,186,1,no
45,management,married,3,3370,no,no,36,3,-1,0,no
31,management,married,3,6290,no,no,303,2,-1,0,no
57,admin.,married,2,808,no,no,417,3,-1,0,no
28,blue-collar,married,2,373,yes,no,10,9,344,1,no
44,admin.,single,2,-101,yes,no,99,1,-1,0,no
49,services,divorced,2,3250,no,no,32,3,-1,0,no
46,management,married,3,1375,yes,no,308,3,-1,0,no
34,management,married,3,180,no,no,298,3,-1,0,no
58,technician,married,2,175,no,no,92,4,-1,0,no
52,services,married,2,381,no,yes,288,12,-1,0,no
27,blue-collar,married,2,2171,yes,no,130,1,323,1,no
48,technician,married,2,340,yes,no,255,2,-1,0,no
33,technician,divorced,2,10,yes,yes,167,5,-1,0,no
46,admin.,married,2,4958,yes,no,64,3,150,5,no
31,management,married,3,156,no,no,657,7,-1,0,yes
35,technician,divorced,2,473,yes,yes,434,4,-1,0,no
37,admin.,single,2,781,no,no,75,1,-1,0,no
60,entrepreneur,married,1,0,no,no,40,1,-1,0,no
40,technician,married,2,1819,no,no,398,2,-1,0,no
50,management,married,3,4374,yes,no,163,2,113,3,no
34,entrepreneur,married,2,456,yes,yes,137,8,-1,0,no
32,technician,married,2,253,yes,no,257,3,-1,0,no
36,services,single,2,774,yes,no,231,2,259,1,no
32,admin.,single,3,-59,no,yes,192,1,-1,0,no
40,services,divorced,2,-81,no,yes,186,1,-1,0,no
37,blue-collar,married,1,0,yes,no,226,1,363,3,no
57,management,married,3,0,yes,no,67,1,-1,0,no
46,management,married,3,-3,no,no,205,2,-1,0,no
31,blue-collar,single,1,2488,yes,no,14,1,-1,0,no
39,technician,divorced,3,3,no,no,488,1,-1,0,yes
35,management,married,2,839,yes,no,50,3,-1,0,no
32,blue-collar,married,1,103,no,no,312,1,-1,0,no
44,technician,divorced,2,316,yes,no,163,3,-1,0,no
41,technician,single,2,1680,yes,no,76,2,-1,0,no
59,retired,divorced,1,7179,no,no,150,1,-1,0,no
39,services,married,2,247,yes,no,244,2,-1,0,no
54,management,married,3,8295,no,no,207,1,-1,0,yes
27,services,single,2,261,yes,yes,113,1,-1,0,no
51,self-employed,married,2,95,yes,no,1309,4,-1,0,yes
33,technician,single,2,291,no,no,72,6,-1,0,no
38,blue-collar,married,1,2240,yes,no,551,1,183,1,no
52,entrepreneur,married,3,0,no,no,163,3,-1,0,no
54,management,divorced,3,1295,yes,no,179,10,-1,0,no
33,blue-collar,married,1,324,yes,no,217,2,-1,0,no
50,technician,married,2,669,yes,no,88,1,-1,0,no
39,blue-collar,single,2,4143,yes,yes,21,1,-1,0,no
34,management,single,3,2646,no,no,142,1,-1,0,yes
41,technician,single,2,618,no,no,1056,1,-1,0,no
48,management,divorced,3,541,yes,no,72,1,363,2,no
38,services,married,2,434,yes,no,411,1,-1,0,no
34,blue-collar,married,2,622,yes,no,145,1,-1,0,no
32,blue-collar,married,2,0,yes,no,80,2,-1,0,no
48,management,married,2,99,yes,no,344,1,-1,0,no
28,services,single,2,290,yes,no,128,1,-1,0,no
47,blue-collar,married,2,1230,yes,no,412,1,169,1,yes
32,admin.,single,2,45,yes,yes,908,3,344,7,no
32,admin.,married,2,923,yes,no,819,4,-1,0,no
38,management,married,3,950,no,no,210,2,-1,0,no
86,retired,married,2,1503,no,no,165,3,101,1,no
47,technician,married,2,65,no,no,118,8,-1,0,no
42,management,married,1,-679,yes,yes,159,1,343,2,no
44,management,married,3,773,no,yes,618,1,-1,0,no
34,services,divorced,2,991,yes,no,89,1,344,1,no
34,admin.,married,2,247,no,no,401,2,-1,0,yes
53,blue-collar,married,1,4143,no,no,200,3,-1,0,no
30,blue-collar,single,2,180,no,no,203,1,183,2,no
26,blue-collar,single,1,-887,yes,no,827,2,-1,0,yes
40,services,married,2,4157,yes,no,735,1,-1,0,no
34,technician,single,2,1386,yes,yes,185,6,-1,0,no
34,services,married,2,2211,no,no,149,1,-1,0,no
40,management,married,3,-495,no,yes,303,2,-1,0,no
36,management,married,3,27359,yes,no,71,2,-1,0,no
34,technician,single,2,440,yes,no,445,2,345,2,no
32,blue-collar,single,2,135,yes,no,232,2,-1,0,no
39,technician,married,2,-735,yes,no,144,5,248,2,no
36,technician,married,3,60,no,no,209,2,-1,0,no
39,technician,divorced,2,902,yes,no,691,2,180,5,yes
34,blue-collar,single,2,-72,yes,no,273,5,-1,0,no
42,management,married,3,1205,no,no,376,2,-1,0,yes
46,technician,married,2,499,yes,no,37,10,-1,0,no
32,management,single,3,656,yes,yes,148,2,-1,0,no
27,services,married,2,100,no,no,57,2,-1,0,no
35,technician,divorced,2,69,yes,no,461,3,-1,0,no
29,services,single,2,192,no,no,327,4,-1,0,no
35,management,single,3,0,no,no,669,6,-1,0,no
49,management,married,3,87,no,no,165,1,-1,0,no
58,management,married,3,3228,no,no,58,2,-1,0,no
40,management,single,3,1361,no,no,1473,1,-1,0,yes
30,student,single,3,34,yes,no,289,1,-1,0,no
34,technician,single,2,318,no,yes,239,5,-1,0,no
60,retired,married,2,197,no,no,1386,1,-1,0,no
28,student,single,3,0,no,no,294,2,105,7,yes
46,management,married,3,273,yes,no,910,2,184,4,yes
49,blue-collar,divorced,1,15,yes,no,550,7,-1,0,no
59,management,divorced,3,7813,yes,no,75,1,-1,0,no
44,technician,single,2,-27,yes,yes,100,3,-1,0,no
33,technician,married,3,75,no,no,204,4,-1,0,no
54,retired,married,2,1139,yes,no,155,1,177,7,no
26,blue-collar,married,2,115,yes,no,46,3,-1,0,no
54,blue-collar,married,2,0,no,no,1366,1,150,1,no
48,housemaid,married,1,7195,no,no,609,2,-1,0,yes
30,services,single,3,-477,no,yes,1532,2,-1,0,yes
29,management,single,3,1026,no,no,226,1,92,1,yes
51,entrepreneur,married,3,3921,yes,no,168,1,-1,0,no
53,unemployed,married,1,980,yes,no,352,1,-1,0,yes
43,blue-collar,married,2,-179,yes,no,335,6,-1,0,no
34,admin.,married,3,2552,yes,yes,74,1,-1,0,no
40,entrepreneur,married,3,1729,yes,no,85,1,-1,0,no
43,technician,married,2,434,yes,no,117,1,-1,0,no
33,admin.,single,2,-300,yes,yes,184,1,-1,0,no
66,retired,married,2,4785,no,no,72,3,-1,0,no
44,technician,divorced,2,-329,yes,no,171,1,-1,0,no
33,services,married,2,0,yes,no,44,8,-1,0,no
31,technician,single,2,391,no,no,336,2,-1,0,no
71,retired,married,1,4657,no,no,93,5,-1,0,yes
22,student,single,1,3472,no,no,332,1,183,3,yes
46,unemployed,single,3,705,no,no,398,1,-1,0,no
32,services,married,2,255,yes,yes,86,2,-1,0,no
45,blue-collar,married,2,4365,no,yes,45,2,-1,0,no
32,management,married,2,350,yes,no,110,2,-1,0,no
49,blue-collar,married,1,474,yes,yes,152,3,221,1,no
27,technician,single,2,489,yes,no,356,4,-1,0,yes
46,entrepreneur,married,2,757,no,no,382,3,-1,0,no
37,management,single,3,695,no,no,233,1,-1,0,no
30,unemployed,single,2,-770,yes,no,87,1,-1,0,no
44,self-employed,divorced,2,80,yes,yes,387,2,-1,0,no
45,technician,married,2,315,yes,no,103,1,-1,0,no
27,student,single,2,213,no,no,378,1,-1,0,yes
57,housemaid,married,1,0,no,no,257,2,-1,0,no
66,management,married,3,2169,no,no,282,1,-1,0,no
40,admin.,divorced,2,212,no,no,176,1,-1,0,no
48,blue-collar,married,2,333,yes,no,24,6,-1,0,no
33,blue-collar,single,2,4404,yes,no,766,3,-1,0,no
42,services,divorced,2,257,yes,no,955,2,-1,0,yes
47,unemployed,married,2,3188,yes,no,426,3,-1,0,no
27,technician,single,3,3083,yes,no,244,2,-1,0,no
78,retired,married,3,226,no,no,136,1,-1,0,no
50,services,married,1,1260,no,no,172,1,-1,0,no
46,entrepreneur,single,3,1410,yes,no,93,1,189,8,no
41,admin.,divorced,2,6046,yes,yes,300,6,182,2,yes
36,admin.,single,3,980,no,no,118,4,104,7,no
49,retired,married,1,-37,no,no,191,2,-1,0,no
46,management,divorced,3,-154,yes,yes,107,2,-1,0,no
77,retired,married,1,680,no,no,513,2,89,7,no
30,technician,single,3,799,yes,yes,91,18,-1,0,no
43,management,single,2,-1164,yes,yes,76,4,-1,0,no
44,blue-collar,married,2,2523,yes,no,1236,2,-1,0,no
40,blue-collar,married,1,98,yes,no,193,5,-1,0,no
38,blue-collar,married,1,3419,yes,no,324,5,-1,0,no
25,unemployed,single,3,343,no,no,377,1,-1,0,yes
49,management,married,3,852,yes,no,408,1,-1,0,no
33,blue-collar,married,1,50,yes,no,246,2,-1,0,no
40,management,single,3,0,no,no,58,7,-1,0,no
44,blue-collar,married,1,10,yes,no,196,1,-1,0,no
32,blue-collar,married,2,950,yes,yes,219,4,-1,0,no
52,management,married,3,0,yes,no,197,1,-1,0,no
35,management,married,3,175,yes,no,257,2,-1,0,no
35,technician,married,2,-259,yes,no,381,1,247,2,no
32,management,married,2,6217,yes,yes,486,2,-1,0,no
42,technician,married,2,-1310,yes,yes,162,1,-1,0,no
44,technician,single,2,7138,no,no,809,2,-1,0,yes
50,admin.,divorced,2,1111,yes,no,50,1,-1,0,no
27,blue-collar,single,2,113,no,no,39,17,-1,0,no
55,management,divorced,3,-612,no,no,131,2,-1,0,no
31,unemployed,single,2,-186,yes,no,172,3,-1,0,no
51,self-employed,married,3,833,no,no,77,3,-1,0,no
61,blue-collar,married,1,625,yes,no,158,2,-1,0,no
34,technician,single,2,105,yes,no,146,2,171,3,no
56,blue-collar,married,1,551,no,no,27,1,-1,0,no
34,management,single,3,618,yes,no,119,4,-1,0,no
35,services,single,2,1063,yes,yes,327,1,-1,0,no
56,admin.,divorced,2,985,no,yes,150,2,-1,0,no
45,blue-collar,married,2,2926,yes,yes,482,3,120,2,no
31,admin.,single,2,-449,yes,no,81,2,-1,0,no
37,entrepreneur,divorced,3,66,no,no,1164,2,-1,0,yes
43,admin.,married,2,0,yes,no,674,3,-1,0,no
44,management,married,1,4758,yes,no,712,6,-1,0,yes
38,admin.,single,2,-23,no,no,48,2,-1,0,no
58,management,divorced,3,1573,yes,yes,279,1,-1,0,no
24,blue-collar,single,2,77,yes,no,236,2,-1,0,no
53,services,married,2,1378,yes,no,91,2,-1,0,no
36,blue-collar,married,2,-73,yes,yes,15,8,-1,0,no
28,blue-collar,married,1,60,yes,no,161,1,337,1,no
45,blue-collar,married,1,137,yes,yes,187,19,-1,0,no
32,admin.,single,3,1583,yes,no,100,1,182,1,no
46,admin.,married,2,-121,yes,yes,214,4,-1,0,no
28,blue-collar,single,2,1065,yes,yes,406,1,317,1,no
51,unemployed,married,2,-13,yes,no,361,1,364,1,no
51,blue-collar,married,1,1869,no,no,30,3,-1,0,no
30,technician,single,2,4787,yes,no,99,2,-1,0,no
39,technician,married,2,-183,yes,no,202,2,-1,0,no
28,blue-collar,married,1,702,yes,no,318,2,-1,0,no
31,management,single,3,1494,no,no,275,12,-1,0,no
31,blue-collar,married,1,0,yes,yes,59,4,-1,0,no
38,management,married,3,46,no,no,70,4,-1,0,no
31,blue-collar,single,2,609,yes,no,1126,1,335,1,no
74,retired,divorced,2,4079,no,no,343,3,-1,0,yes
40,management,single,3,0,yes,no,228,2,182,6,yes
43,technician,married,2,7876,yes,no,209,2,-1,0,no
34,technician,single,3,925,yes,no,709,1,-1,0,yes
54,management,divorced,3,7010,no,no,275,2,-1,0,no
51,blue-collar,married,1,42,yes,no,51,2,342,3,no
33,blue-collar,married,2,285,no,yes,267,1,-1,0,no
41,technician,married,3,0,no,no,95,1,-1,0,no
33,management,single,3,3170,no,no,246,2,-1,0,no
48,admin.,married,2,8,no,yes,46,1,-1,0,no
42,self-employed,divorced,3,216,yes,no,144,3,-1,0,no
35,management,single,3,2975,no,no,249,2,-1,0,no
25,admin.,married,2,894,yes,no,328,1,-1,0,no
38,blue-collar,single,1,490,yes,yes,17,1,-1,0,no
45,entrepreneur,married,2,245,yes,no,126,3,-1,0,no
59,management,divorced,3,0,yes,no,52,8,-1,0,no
33,management,married,3,4,yes,no,285,5,-1,0,no
59,management,married,1,1727,no,no,500,4,358,2,yes
41,blue-collar,divorced,1,664,no,yes,955,5,-1,0,yes
42,technician,married,2,473,yes,no,216,5,-1,0,no
51,technician,divorced,3,0,no,no,84,7,-1,0,no
45,management,married,3,-192,yes,no,138,3,-1,0,no
30,management,married,3,1942,yes,yes,436,2,178,3,yes
33,blue-collar,single,2,5137,yes,no,123,1,-1,0,no
43,management,married,3,13044,no,no,36,4,-1,0,no
37,blue-collar,married,2,1053,no,no,405,3,-1,0,no
73,retired,married,1,154,no,no,103,1,-1,0,no
43,blue-collar,married,2,625,yes,no,175,1,-1,0,no
52,unemployed,married,1,255,no,yes,374,3,-1,0,no
44,management,married,3,529,yes,no,129,4,-1,0,no
56,management,married,3,318,no,yes,246,3,-1,0,no
21,services,single,2,1903,yes,no,107,2,-1,0,no
43,unknown,married,3,1937,no,no,385,1,-1,0,no
54,management,married,1,3859,no,yes,104,3,-1,0,no
59,technician,married,1,4198,no,no,309,1,91,10,yes
52,blue-collar,married,1,230,yes,no,198,2,170,2,no
31,admin.,single,2,747,yes,no,543,2,-1,0,yes
53,admin.,married,2,263,no,yes,143,7,-1,0,no
24,technician,single,2,-46,yes,no,23,1,-1,0,no
57,retired,married,2,0,no,yes,104,2,-1,0,no
48,technician,married,2,568,yes,no,378,2,386,1,yes
57,technician,married,2,1469,yes,no,364,1,-1,0,no
51,technician,married,2,18,no,yes,363,6,-1,0,no
50,management,divorced,3,201,yes,no,248,1,-1,0,no
34,blue-collar,married,2,1412,yes,yes,157,2,-1,0,no
43,blue-collar,married,1,-93,yes,no,402,2,-1,0,no
31,services,married,2,-331,yes,no,203,5,-1,0,no
39,blue-collar,married,1,694,yes,no,44,1,-1,0,no
36,management,single,3,2806,yes,no,358,4,-1,0,no
38,unemployed,single,3,0,no,no,39,2,-1,0,no
56,management,divorced,3,2959,yes,no,325,1,-1,0,no
41,housemaid,divorced,1,22,yes,no,238,3,126,4,no
47,technician,married,2,1167,yes,no,968,1,87,5,yes
38,management,single,3,35,yes,no,156,1,273,3,no
80,retired,married,2,8304,no,no,681,1,118,11,no
37,services,married,2,4760,yes,no,187,2,-1,0,no
44,management,single,3,-1313,yes,yes,104,10,-1,0,no
33,blue-collar,single,2,697,no,no,860,2,-1,0,yes
53,technician,married,2,230,no,yes,112,2,-1,0,no
69,retired,married,3,473,no,no,112,1,78,1,no
46,technician,married,2,1427,yes,no,32,3,-1,0,no
30,management,single,3,201,yes,no,325,2,-1,0,yes
31,self-employed,single,2,1086,no,no,410,1,-1,0,no
38,management,divorced,3,4335,yes,no,640,1,-1,0,no
